feature1,feature2,feature3,target
4.506999065341167210e+01,3.246499758716394979e+01,1.146828707617269316e+02,8.345881037714524098e+01
4.410635243055788379e+01,1.996964544230053207e+01,1.012797721384753658e+02,8.278550931802311652e+01
5.849602097021024605e+01,2.419245387225820920e+01,8.787601417538610349e+01,8.633187678993934355e+01
5.357015485965047219e+01,2.040914679273782539e+01,8.754333390165152196e+01,7.150394551232001561e+01
4.307090404739345502e+01,1.950555173404428544e+01,1.078377115789863581e+02,7.191686561299957248e+01
5.899599875433250418e+01,2.459538241493884314e+01,1.062759733133302547e+02,9.927721540513294940e+01
5.307299520876609478e+01,1.854862727905674191e+01,1.210239788941964463e+02,8.037450960779641207e+01
5.812862118838960157e+01,2.133696157035951302e+01,1.097567513880420904e+02,8.182893734205904934e+01
5.629628841923612015e+01,2.160848903098006701e+01,7.745379547360272454e+01,8.300104240069860850e+01
4.171004989077927405e+01,1.665954773178475534e+01,1.157792142658437768e+02,7.727301088471404000e+01
4.439818959803030651e+01,2.496021174768261375e+01,8.502909059028380057e+01,7.297044819063744114e+01
5.747293605123261528e+01,1.912520121652295657e+01,9.424043092071472927e+01,8.104196363868136643e+01
5.610370265433464709e+01,1.622127420253577768e+01,1.037530030937754191e+02,7.351451788014149713e+01
4.979098406035851809e+01,2.268254921785201716e+01,1.299350123467594642e+02,9.659916178774254547e+01
5.117327383308781918e+01,1.550766009104481391e+01,1.466487783400804119e+02,9.349731735218747986e+01
6.277664895788424815e+01,2.014090578684564292e+01,1.091008458870427376e+02,9.094769618337943484e+01
4.408428611164170263e+01,1.995440501677898126e+01,9.725205071919418742e+01,7.697134959794897213e+01
5.547097381170037522e+01,2.542947782915788935e+01,1.080175847272082592e+02,9.946207634333899250e+01
4.797807347566106273e+01,2.237349116439976271e+01,1.133148313881075353e+02,8.483010718848362330e+01
4.782318796772779734e+01,1.987486520627427922e+01,9.518998561664211877e+01,7.040905728928166241e+01
6.098776851987189929e+01,2.408883149600143625e+01,1.269281703386848363e+02,9.972630272090465553e+01
5.825416348988029824e+01,2.695103774508656613e+01,1.034510613878710359e+02,1.029338807030909066e+02
5.813509636000638636e+01,2.278905153175931275e+01,1.074661463363709117e+02,8.358045645309638871e+01
6.305478807154329246e+01,2.005176309921690248e+01,1.099888637808169278e+02,8.677885505560708168e+01
5.021003841632759190e+01,1.344081883824920176e+01,1.063237991592168328e+02,7.521337175233514927e+01
5.681952971294963817e+01,1.467443168462313707e+01,1.125841075070441804e+02,7.952479088510715144e+01
4.689733243406544005e+01,1.847387647822666068e+01,9.074120220179615615e+01,6.792816074955699435e+01
5.324166352488442300e+01,1.695243898920358561e+01,9.162547369080954240e+01,8.006068993788173316e+01
4.869856945632315615e+01,1.906514348507277035e+01,8.349768650542458204e+01,8.387696647196257516e+01
5.096995964992718342e+01,2.028324962448553492e+01,1.065925184593033919e+02,8.278329220725679249e+01
5.595157025436913756e+01,2.264846377178365344e+01,1.116840475526817045e+02,8.413881447044946071e+01
4.181779316766527188e+01,1.964750610970454403e+01,1.068665929922782851e+02,6.880107918789420296e+01
7.092387275685460679e+01,2.243250821913100879e+01,1.251173865002130583e+02,1.012060420975543309e+02
3.993982618500297832e+01,2.032237207405060175e+01,9.991605971756429483e+01,7.985096421321279081e+01
3.785811387212267931e+01,1.012266716823064350e+01,1.100311248338876879e+02,6.646143372058132570e+01
6.158110873500067584e+01,1.530332303090622759e+01,8.362448685791028424e+01,7.422986885736662543e+01
5.791662693962936004e+01,1.927956222139192377e+01,9.419350446288397904e+01,7.740548121540365401e+01
5.624119817052154957e+01,1.395152628579446130e+01,1.104330663634866596e+02,7.253153237366967687e+01
5.628345509264279656e+01,2.299964364998102440e+01,1.127365316611471542e+02,9.373601605626718936e+01
4.987753227153085334e+01,2.765375416171848855e+01,9.559049578503726252e+01,9.136927797226672965e+01
4.102745628514168175e+01,2.609380925848658350e+01,9.892601122212899156e+01,7.377545368593976605e+01
5.075804558193726024e+01,1.893278564534896091e+01,7.723189379978785496e+01,7.921712859622715541e+01
4.322838288487888292e+01,2.745363068424975950e+01,9.464456198790085750e+01,8.582227296437940822e+01
5.975119733417751178e+01,2.074333728601055782e+01,1.133557474527967912e+02,9.577230087186943308e+01
4.852942618497861105e+01,1.831457014440980302e+01,1.086280752415984949e+02,7.211998109583504402e+01
4.174502803207488455e+01,1.693298668229530080e+01,1.075099858207181427e+02,6.661597300393005128e+01
4.678614158347006935e+01,1.848765156755935735e+01,1.007466053077144039e+02,7.505738771628409722e+01
5.412931454275624077e+01,1.805911590729385807e+01,1.001059473794226449e+02,8.128130270843351468e+01
4.436275447196025112e+01,2.085208111187743896e+01,9.009518290789829109e+01,8.321423355723734971e+01
4.177779604433568750e+01,2.080286990524932378e+01,1.104824263030380251e+02,8.252746436845409050e+01
5.243687211491912592e+01,2.001523010076707365e+01,1.063145941658408447e+02,8.091768404407213211e+01
5.244966571108722775e+01,2.218469084873174779e+01,1.073802827198919942e+02,7.992870065165985238e+01
4.493056824628870061e+01,2.595323137393170754e+01,9.210947735998630037e+01,8.739200784345402440e+01
4.528961694381677461e+01,2.474777067720661705e+01,6.769985620193133968e+01,6.782856301638216223e+01
5.232049937357636082e+01,1.257551015775048242e+01,1.164572906763054334e+02,8.433039185284199846e+01
3.551915658502675655e+01,7.230394325490225427e+00,9.281743815987394441e+01,5.285935968303127908e+01
3.592536225623445034e+01,2.467159955619636946e+01,8.705836353935319494e+01,8.163902002044807205e+01
4.281555778747564034e+01,1.316560650792289522e+01,1.104021836787099033e+02,7.372181825715466630e+01
4.786552848288152973e+01,1.887617299053658115e+01,9.411981040121305853e+01,7.413513750323627960e+01
5.310907565598004965e+01,1.414943486970320308e+01,1.158990457606993232e+02,7.570659154071302055e+01
6.475356216949552390e+01,1.099009781209990066e+01,1.092550892436504597e+02,7.663688584563237782e+01
5.857659623202019361e+01,2.270731364102394068e+01,1.102535398480071649e+02,9.175471990151717705e+01
4.840061470036572899e+01,2.379577580151323346e+01,7.951066433199198968e+01,7.699422009268492673e+01
4.980983792097310925e+01,1.711744799636640124e+01,1.181791597807959988e+02,7.793054745002149275e+01
3.997470635362191160e+01,7.044788539275451456e+00,1.039187579685078475e+02,5.878856976290568070e+01
4.981486864007609938e+01,1.726877775873758480e+01,9.446084291130695476e+01,7.436110565251098592e+01
4.711341361079861656e+01,2.195902002701273403e+01,1.021508270101337672e+02,6.990910846878065854e+01
5.322718560338089588e+01,1.260544215612935659e+01,7.335647150652519599e+01,6.603790541494673505e+01
4.172769056447677372e+01,2.091679959889577844e+01,1.061297921722100597e+02,7.290433632899230076e+01
5.519346514241172486e+01,1.992345075413502187e+01,8.455942737726893199e+01,7.110603967331982744e+01
6.532738913002577874e+01,2.289645749800544294e+01,7.970994571234697901e+01,7.561570554076996586e+01
4.891239851543142692e+01,2.059790184207076535e+01,7.716461220673163268e+01,6.335360264088066629e+01
5.401711722098941237e+01,1.513465529559222134e+01,1.166903256248488816e+02,7.340000513709857444e+01
5.690143991711112648e+01,2.598285750832245711e+01,9.056104909460816543e+01,8.325335890877249767e+01
4.598779528114163639e+01,1.920735213486515036e+01,1.230059156487474894e+02,9.271079058466608558e+01
5.224092481810416899e+01,1.986347730245034171e+01,9.196297805421554017e+01,7.491613020878114071e+01
5.012592400781795021e+01,1.533366020463402002e+01,7.438963063610580662e+01,6.666899397164169727e+01
5.097676098548831902e+01,1.778358874404244716e+01,8.325213340077010571e+01,7.380673393835776608e+01
4.226990216144533719e+01,1.557598642986549464e+01,1.185371743001040841e+02,7.604261301767174075e+01
5.024510174258942641e+01,1.913526970038288511e+01,9.766152733094999405e+01,7.699611540740920645e+01
5.497998291245449565e+01,2.855854240071171546e+01,9.177569055264098097e+01,8.331648068487737646e+01
6.451143607795042101e+01,1.314049428534321784e+01,1.024002733877918132e+02,8.599903093912067220e+01
5.959270826085207062e+01,1.193219301061629523e+01,1.075267410425131800e+02,8.540899127410897052e+01
7.153182457511556436e+01,2.735585163746804227e+01,1.167609822385369114e+02,9.520793545346707276e+01
4.232652437111950405e+01,1.895338161424066925e+01,1.217274884483938990e+02,7.530542370273482788e+01
5.872320636720678522e+01,1.665463630670041795e+01,9.460347031316371158e+01,7.632915613370796848e+01
5.183342005738352043e+01,2.519952343698038177e+01,8.010928470876942242e+01,7.536623459114808554e+01
7.189802933217671921e+01,1.697192230131567925e+01,9.379802258315085339e+01,8.698455596989175831e+01
4.191701714644848664e+01,2.913004856773468276e+01,1.039042075987432980e+02,8.344446812209579889e+01
4.160278157819223566e+01,2.338962935669634646e+01,8.554361610684082962e+01,8.535731118821699681e+01
4.400607354555977935e+01,1.756044295927148724e+01,8.564273627657435384e+01,7.472113217859595125e+01
2.876104275690192935e+01,3.078654106632751564e+01,1.051568182232482798e+02,8.393428627817954180e+01
4.474244978319239152e+01,1.697142538498330921e+01,9.927021472644322841e+01,7.765293108810779188e+01
4.240867338446302170e+01,2.371047686004653343e+01,1.004919549311737939e+02,8.533399752542604233e+01
5.150393786476207936e+01,2.149646290203245869e+01,8.862256997949896231e+01,7.531475796837845849e+01
5.341755975777159193e+01,2.650870644699399037e+01,9.654398928691348658e+01,8.340133817864280275e+01
6.876170839215886588e+01,2.780755598363426273e+01,8.613650283597543478e+01,9.398158754208141374e+01
5.950423838186050318e+01,2.016002074532883270e+01,1.133529761668717981e+02,9.225821755787609391e+01
4.423096344337596975e+01,1.623291064826908325e+01,1.155287400208562900e+02,7.694889849913485591e+01
4.101585328651641760e+01,2.229986071469558340e+01,7.230718206642859514e+01,6.107493170986649034e+01
5.491919171506505393e+01,1.661142315123947100e+01,8.605733709711384449e+01,6.919638254839982494e+01
3.679766792979357604e+01,3.006693623763311507e+01,7.755206117364880924e+01,7.737491148417927889e+01
6.831458765854353032e+01,2.068267665541368672e+01,9.024964098389652634e+01,8.567307008930801260e+01
6.179440120721287144e+01,1.817339224343945503e+01,9.874843045314459289e+01,9.219251131562619150e+01
4.530824347895295290e+01,2.092340152932454345e+01,7.825532170452204639e+01,6.430886037402756017e+01
3.286865470909122422e+01,1.326436855235151668e+01,8.617210280312029624e+01,6.073114666748289636e+01
6.353872374165412396e+01,1.514192980744674344e+01,8.494063941877752200e+01,8.286743500703785514e+01
4.885460154747381978e+01,2.600206953972212887e+01,1.031090099409841656e+02,9.791973593081269200e+01
6.237816311973461580e+01,1.671552860514302097e+01,1.010401650555437527e+02,7.953777828678224182e+01
3.405572341205633080e+01,1.476544508659030086e+01,8.917393669994119421e+01,6.395572408351988969e+01
4.400624977046226860e+01,2.268326376263642885e+01,1.026523130820909699e+02,8.286753711101536624e+01
5.005243699718182881e+01,2.592852077331498606e+01,9.179979873119101796e+01,8.465779170369265216e+01
5.046980593764742196e+01,2.359476655332533568e+01,9.592517334510920080e+01,8.183194883015035259e+01
4.549934528520756061e+01,2.498023842902908243e+01,1.251017813544780495e+02,9.243637011128232928e+01
5.622849932347498481e+01,1.621602455715269642e+01,1.201069157768552174e+02,7.094432343727885382e+01
3.932379570617405307e+01,1.289094666629078034e+01,8.050628144608603520e+01,6.269326573677493286e+01
4.857620514978706439e+01,2.750666825977743457e+01,1.124459862681876245e+02,9.166078988539257466e+01
5.120295631711898920e+01,1.838660080578932110e+01,1.121709483173738846e+02,8.020430913682751850e+01
5.514438834058748995e+01,1.874583491772476407e+01,8.277605066871072381e+01,8.513432225077445992e+01
5.711614878088889924e+01,2.664097070924528765e+01,1.122816646563229028e+02,9.083706854448290358e+01
3.875357908162131082e+01,2.278115004700330104e+01,1.230689787761882883e+02,8.161948328474595371e+01
3.465885829264377804e+01,2.227943886040803889e+01,8.316182790633379796e+01,7.897107066173532530e+01
6.277676821898509019e+01,3.082501172450541915e+01,8.623745768478605100e+01,9.008932896008558089e+01
5.332314011979591584e+01,1.678240884809928701e+01,1.152649220026525398e+02,7.862936086373015598e+01
4.251513463443446028e+01,2.463920064040618740e+01,1.040724296623847209e+02,8.131120986726581634e+01
6.551151975522523685e+01,2.028506562448542283e+01,1.082721441285928563e+02,9.378315427622071354e+01
5.115674634292858514e+01,2.134296139431628347e+01,1.051088382460074513e+02,8.376159085521263137e+01
6.179297184063826620e+01,2.764234213206265878e+01,1.058604388139221584e+02,8.936230138720965499e+01
5.067518481410108677e+01,2.253917878144811837e+01,8.010291807533374708e+01,7.375463955175246156e+01
7.060747924881987103e+01,2.269148039524816340e+01,1.157097655993217273e+02,9.420967361244319704e+01
6.755340842443203542e+01,2.536253668654901006e+01,1.175438498864166093e+02,9.908879797588457450e+01
4.751035851520926201e+01,1.817523635228557310e+01,9.655913883897957817e+01,7.666242282519034745e+01
5.971570950954355794e+01,1.580395166330496792e+01,9.934784575279206820e+01,8.071797925601522650e+01
5.645375949585147168e+01,1.477595402989483198e+01,7.703338746166417650e+01,6.018798205205677476e+01
6.368631557532349063e+01,1.016821705311999047e+01,1.077138213402675291e+02,8.167886959129026536e+01
4.035076539419895880e+01,3.028103564970161088e+01,1.085808616257121599e+02,9.034972819443818537e+01
5.686051459998439128e+01,1.448395817139158481e+01,9.906713474501033545e+01,8.245380776713471960e+01
6.058424486849587964e+01,1.889373188207114040e+01,1.168653003980575420e+02,9.024518244860392713e+01
3.241260513576885671e+01,1.861593350055539631e+01,9.498884153530089236e+01,7.254869001781999316e+01
3.816741487334225269e+01,2.153703348904550552e+01,1.084690888884040021e+02,7.980160084729756420e+01
2.960767822239899516e+01,2.407868606269648382e+01,8.470503491961827081e+01,7.584090164333449025e+01
4.730593165555442425e+01,2.430236744179872588e+01,9.964671773688642986e+01,8.532107525909050594e+01
5.717542255795962092e+01,1.708461280715530961e+01,9.738468613145745678e+01,7.781507625478890589e+01
6.502357052096027701e+01,1.916439143106794418e+01,1.033796188306141204e+02,9.788511422918031712e+01
5.074094780419775219e+01,2.141289975244149701e+01,9.445709606749962006e+01,8.384826803667802153e+01
6.628615545571291534e+01,1.875654436908226330e+01,9.802791106492497875e+01,8.792802639525473296e+01
3.619898541785108392e+01,2.803672788009996353e+01,1.123907075716225989e+02,7.907925635384060570e+01
3.296617560644845213e+01,2.245487475819125578e+01,9.344853644142673943e+01,6.502196035816405129e+01
4.944452301103380876e+01,2.367438893024908708e+01,7.590134348891980665e+01,7.736550867920101382e+01
5.384065448939307430e+01,2.331440634333706186e+01,1.262437585630813146e+02,9.349834841446660505e+01
4.967305251905906971e+01,2.586736928742662656e+01,1.207218111803572924e+02,8.902329993350709003e+01
2.932557899960123393e+01,2.090510779351853543e+01,8.061605957341572548e+01,6.463865022210787004e+01
4.910879960487211804e+01,1.351584026022076657e+01,1.103456170786779182e+02,8.182022787852233137e+01
3.695530499495146870e+01,2.199843975876320812e+01,9.245537844172984876e+01,7.608940611326202941e+01
5.669672548830038750e+01,1.674321553104085325e+01,1.039523082299658938e+02,7.392087130162529718e+01
5.366598246096847902e+01,1.735691659125121689e+01,1.044133619352024027e+02,7.842775558483170073e+01
4.060120213672644951e+01,2.293182009377546748e+01,9.648388299525517198e+01,7.273911767520752392e+01
4.486133082663306482e+01,2.619141535716817870e+01,8.824351501620405713e+01,7.839491876473674381e+01
3.940786478111048297e+01,2.010635788368030674e+01,8.964188421525611261e+01,6.865604878740022343e+01
4.937320902726828109e+01,2.154416506299481782e+01,8.625712126778135769e+01,7.402851105654229968e+01
5.955142320501238373e+01,2.851107472317618985e+01,8.752266687654332600e+01,8.397012447341363384e+01
4.014273953664456229e+01,2.120376589744284246e+01,9.899232564925966926e+01,7.457531313244065529e+01
5.504046515517844540e+01,3.300841557090197398e+01,8.926360016333872238e+01,9.110637312743665461e+01
4.469742381627558814e+01,2.282754822815772044e+01,1.102307809856892931e+02,6.816376062762249433e+01
4.207127167737655782e+01,1.119618620422091126e+01,1.223086923300389088e+02,8.142852710527336058e+01
4.892969640045442503e+01,2.376670810552266389e+01,9.129920137944935732e+01,8.581850661177257678e+01
3.964757677580625739e+01,2.190579192441389011e+01,1.035910675080306618e+02,7.530655532498400362e+01
4.446350694652817737e+01,2.644876377041372706e+01,1.074952766545439999e+02,8.631294824282674938e+01
3.802122107411151575e+01,2.336590675634979064e+01,1.070800340637891139e+02,7.331543712722442763e+01
6.964725132916389327e+01,1.930772008008113261e+01,1.011393290187413072e+02,9.681330285535602798e+01
5.035263551971728901e+01,1.387850881855317198e+01,1.111402362753958357e+02,8.465904269860675413e+01
4.300274492007414295e+01,1.895488371356987400e+01,1.072337342902098527e+02,7.720082184461648467e+01
5.213979910734222045e+01,1.574739772895349965e+01,8.143506366509052441e+01,7.451494914886919219e+01
4.887671950309169944e+01,1.709738275097638649e+01,1.130373409658390926e+02,7.974285523713885482e+01
4.779030400466776740e+01,2.294289202210304879e+01,1.133093625590011300e+02,7.873580400217822728e+01
5.614166700043425351e+01,2.834952252175703080e+01,8.855070843732127628e+01,8.659635621270365391e+01
5.757507710047305238e+01,2.197335764911490585e+01,1.005690675317140261e+02,8.598592782254840472e+01
4.469498852389472177e+01,1.402058468982407824e+01,1.102499348921660385e+02,6.997443776366884549e+01
4.424181759355320054e+01,2.222301334110070314e+01,9.686029270630957910e+01,7.675334623081513996e+01
4.724948302848356008e+01,2.598315743322825710e+01,1.160946707164901852e+02,8.917593386151717993e+01
2.698078835264415076e+01,1.695108547840309043e+01,1.354580874192904218e+02,7.406473048686559935e+01
3.484808937801447826e+01,1.932991416663541173e+01,8.821020951047526637e+01,6.734429699459971630e+01
6.366874267444524804e+01,2.007344097364598667e+01,7.928433095269338082e+01,7.440477445942281065e+01
6.644967713501283413e+01,1.607550843458879797e+01,1.045572789340731390e+02,8.029755162359522558e+01
4.750963960443621659e+01,2.324140216921929536e+01,1.108234375768921467e+02,7.846861234984905309e+01
5.576556963055766403e+01,1.939525925696109354e+01,9.653700439232846975e+01,8.500727498976168306e+01
5.311250154543536439e+01,2.209766221953513821e+01,1.217989099498155099e+02,7.908488371190287580e+01
8.078880808455238594e+01,1.556253911098949949e+01,7.992091300415125943e+01,8.881367659329360720e+01
6.119574911434576592e+01,1.781270849838294623e+01,1.103937793454741723e+02,9.202300554518888021e+01
4.872082408519233354e+01,2.361190678913885677e+01,9.091208768861659451e+01,7.845742356123466266e+01
4.044459559399574289e+01,1.813583423954116469e+01,1.257906685931094444e+02,6.670681402324360931e+01
3.393553679742427676e+01,2.863481925616702739e+01,1.298877302975217845e+02,8.848931778553266270e+01
5.203463635867223047e+01,1.800181907192698816e+01,8.850015118324978403e+01,7.384862561417934046e+01
4.243649254715696628e+01,2.112342362875942925e+01,9.175664296137129838e+01,6.904035641685661062e+01
3.577746290402325968e+01,2.466295415936544799e+01,1.128938183046970209e+02,7.877632996561806067e+01
4.353427115757473587e+01,1.290817133533484196e+01,9.419304025315727813e+01,7.316582925145311833e+01
3.918451996385604730e+01,1.119595594009611972e+01,9.931883173101643081e+01,6.614769244085699995e+01
6.687141635072563872e+01,1.237171842714952597e+01,1.003808263081361503e+02,7.377319760849259467e+01
5.881639756949450515e+01,2.631292051713591107e+01,7.120490265703514865e+01,7.435717835444373236e+01
4.992027358683382943e+01,1.724070927053776714e+01,9.979243380858643775e+01,7.395163147258931247e+01
6.479944138890026295e+01,3.279099642834125916e+01,8.965408338903739605e+01,9.757785752841867577e+01
5.077368307647618195e+01,1.717876200671305753e+01,9.260315766400341886e+01,7.626329918231135707e+01
4.138715798671736223e+01,2.092275651598518493e+01,1.216544800520322127e+02,7.962064726531227166e+01
6.523124077269656595e+01,2.771054976283937776e+01,8.115239658581114668e+01,9.277149695430819065e+01
5.538910043684659001e+01,3.003046444079561539e+01,1.121980778012196538e+02,1.070663010880450656e+02
3.962753845673543651e+01,3.030751788318198692e+01,9.581555604502287338e+01,8.900496261391428732e+01
4.809661321916392041e+01,2.604183115296571316e+01,9.580359747256248681e+01,8.379914069825569811e+01
4.124381746615242861e+01,2.512031262905731310e+01,1.118555784407756732e+02,8.340720506491121000e+01
3.617200269035663496e+01,2.296263474600591437e+01,1.051007694185333605e+02,7.538802819504606134e+01
5.926177547531641210e+01,2.389180538083319050e+01,1.085591949582929630e+02,9.677201724440664066e+01
6.909416640470129778e+01,1.724407141835733270e+01,1.145227699079929096e+02,8.646023264702081690e+01
3.601432426180858926e+01,1.590900558288846511e+01,9.503037425225015511e+01,6.583319465104541734e+01
5.562969236690570796e+01,1.998312771294524026e+01,9.081644898238374708e+01,7.929552364310768553e+01
4.349357430878173147e+01,1.914907688737535807e+01,8.372274210163303110e+01,6.733358108567354350e+01
4.512874616235303904e+01,1.773385975336362463e+01,8.761884205031567774e+01,6.326832966088706200e+01
4.407606075761130882e+01,2.348193723728357796e+01,1.442364163796308958e+02,9.510215249552355488e+01
4.136009230320183860e+01,2.477652604285255222e+01,1.186701937110518088e+02,8.570791565706261395e+01
5.048521627944826662e+01,2.044203443145923771e+01,7.973388450687967577e+01,7.619441715672196835e+01
4.169049883588962047e+01,2.738765040527631101e+01,8.016313064884644746e+01,7.509136756673447621e+01
5.270456825779838539e+01,1.429155442933247500e+01,1.072279909257773767e+02,8.177465321589662040e+01
4.949761890550863086e+01,1.903170270360141103e+01,1.082089719606695013e+02,7.566567537921763176e+01
4.761051953133590331e+01,1.641588839698597724e+01,1.082332575297604649e+02,8.453450452106872604e+01
4.092436337958402248e+01,1.066731691463470000e+01,9.617566309669453517e+01,5.337747836722069650e+01
4.423228669431667015e+01,1.958659657078650440e+01,9.811818609995650320e+01,7.722936538487354596e+01
5.755391225825756152e+01,1.939126245808358107e+01,1.049181928623903559e+02,8.589908235017931304e+01
5.500917187624380489e+01,2.756724871621065631e+01,1.012883950943999594e+02,8.699401758619025316e+01
4.022444755201448885e+01,2.315405842277388615e+01,6.671049440878697112e+01,7.003221189527705803e+01
5.099332305429226153e+01,1.487906587835397509e+01,9.655300554137208735e+01,7.871503559238331604e+01
5.751387123371789301e+01,2.927046283167094032e+01,8.722890348609529099e+01,7.896606786392233346e+01
3.330594718878628413e+01,2.610516847762676562e+01,1.026281712836276796e+02,8.128135119008763354e+01
5.543360192379935114e+01,2.291048851734307945e+01,1.447788850390511470e+02,8.617669859277631872e+01
4.337376241054153070e+01,1.886757950575083953e+01,1.055122249821145601e+02,7.115332008919008899e+01
5.570598668593159175e+01,1.520280381638260181e+01,9.529705470741403417e+01,8.283130615935385777e+01
4.236740843457483408e+01,1.813896611964473493e+01,1.138270225296587768e+02,7.418966015279845294e+01
3.195117899335480871e+01,2.544374309852092964e+01,1.072403183081381854e+02,7.281077688529910574e+01
3.372457562116836982e+01,2.942293152967304337e+01,1.063014173567776197e+02,8.307054220830171687e+01
5.048084946661381878e+01,2.771621764136094512e+01,1.091027588982350665e+02,1.015702452632283297e+02
5.259722501721481791e+01,1.755575289106862868e+01,1.308481534724431299e+02,7.746155078359257118e+01
4.095683374895591555e+01,1.440191283355494356e+01,8.303667347011126765e+01,5.741516475758054128e+01
5.638592458777373650e+01,2.070443123455601864e+01,1.071044811521718145e+02,9.265678253690376209e+01
3.338479937731040081e+01,1.115780317218574247e+01,8.610428305027691920e+01,6.520156012804982026e+01
4.933920201352683677e+01,2.161583857092390559e+01,1.083326896951337233e+02,8.259125807896080573e+01
3.788983800237543420e+01,1.926198706850665587e+01,8.621970232770858900e+01,6.172995066907505901e+01
4.348163892197840852e+01,1.766981749065879015e+01,9.373949779592373943e+01,8.154566729760267663e+01
5.047398671316413754e+01,1.202648466366602165e+01,9.557365128643139940e+01,7.631308229765670603e+01
4.139586634716047797e+01,2.256800053284858265e+01,1.146372507901706399e+02,8.556544398886090619e+01
4.615444455770174415e+01,1.733649580169044313e+01,1.137768166591362018e+02,7.395205049393315733e+01
6.006292809214440354e+01,1.415041582144855958e+01,8.131423935330423092e+01,7.116108813361155683e+01
4.423108130476850874e+01,5.638688933591753383e+00,1.008240116649977267e+02,5.832737046696951921e+01
5.835692112065142112e+01,1.986242547474681786e+01,8.935630217876240522e+01,8.147451830672849837e+01
3.870293145342381536e+01,2.886125798334872172e+01,8.112242633986997475e+01,8.557671039934804469e+01
5.529804177915282537e+01,2.830629607273935022e+01,9.674474424363444314e+01,9.503708465564098162e+01
6.441568620657901079e+01,1.771451871706864267e+01,9.537275817316270832e+01,7.669021263079690698e+01
2.528355499872710510e+01,1.698893969819109628e+01,1.364007472951828390e+02,8.083121157584540128e+01
4.203104744529522918e+01,2.234387128037511872e+01,1.064943973804104473e+02,8.134214917328667127e+01
5.577072127180539951e+01,1.500807280405854272e+01,7.933573748868644770e+01,7.313109822667345838e+01
4.796954613957007041e+01,2.150895949909732963e+01,9.152838993743586116e+01,8.458674574632560450e+01
5.371145873371308710e+01,2.383040139192345208e+01,1.153207494314409729e+02,8.449053461902921924e+01
4.396014813284179468e+01,2.613466611942153861e+01,1.313266415930488620e+02,9.256053799410908312e+01
5.086589787472900070e+01,1.949922961760023554e+01,7.621025031643063130e+01,6.903782681661789411e+01
4.844322764607920817e+01,1.898163124911517130e+01,7.180113422291432812e+01,6.070061446202483069e+01
6.167782061659806914e+01,1.561008706621719355e+01,1.280644776305767323e+02,8.972390796495729148e+01
5.254420843301213040e+01,1.586559822980069967e+01,1.058442126605635565e+02,8.962186864835807398e+01
5.337602662075202176e+01,1.886760554049236660e+01,8.697560902185449550e+01,6.622143394299442321e+01
4.588123033877532464e+01,2.183682753408088928e+01,1.080194362918365272e+02,8.138923604258833677e+01
4.512393775927506567e+01,2.456792313116624626e+01,6.046378391474683411e+01,7.338532648683494131e+01
4.567441812180378946e+01,1.598410524659827558e+01,1.000506325989574208e+02,7.264871614478795436e+01
5.394452142378296600e+01,2.746344284479760844e+01,1.049173175926462847e+02,9.083794714086380395e+01
4.579015519179736771e+01,1.864438199478715674e+01,1.138640520930674427e+02,7.293146980033438354e+01
5.289774856896413269e+01,1.989316352825781919e+01,8.479156071561193642e+01,7.692207244777584663e+01
7.075400798645438272e+01,1.626394160426088220e+01,1.012853074210503905e+02,8.149550625957571981e+01
5.871124703431692637e+01,7.878798698635291586e+00,8.611863060910619083e+01,5.369616261335990259e+01
4.673976467832159187e+01,2.442022698180524998e+01,1.038307563351147564e+02,8.979634272043017518e+01
6.201213922163944403e+01,2.368421948546216527e+01,8.656980516455463714e+01,9.019000364195090924e+01
4.591924626978448742e+01,1.859336221440893411e+01,9.387848741259668373e+01,7.369350890021736689e+01
2.961875464822146142e+01,2.033495358612436021e+01,8.506276907814655885e+01,6.587552579193244640e+01
3.991913689082596051e+01,2.257969608852049603e+01,1.097670436273548518e+02,8.535690690342184439e+01
3.129208078974144414e+01,1.218727071556728703e+01,1.128767667498499776e+02,6.525549356239686460e+01
4.648486515958691712e+01,1.735473661326852479e+01,9.648069145063878693e+01,7.753241172471389575e+01
5.018418379189551359e+01,2.397132339810913493e+01,1.005735699244004309e+02,8.254233994662959617e+01
6.676437312275282920e+01,1.372855288415375341e+01,7.827112878049683786e+01,7.989770734937970076e+01
5.326927373764162610e+01,2.146778966083314799e+01,9.550485027989819287e+01,8.265136817545345593e+01
4.780899471191136030e+01,1.321709097688297518e+01,9.924693074437382734e+01,7.050934546955676296e+01
5.829405581183489460e+01,2.233214991216763323e+01,1.393118963654496270e+02,9.138887126659332694e+01
2.788864690992114959e+01,1.982179258851258297e+01,8.332049461338755236e+01,6.416140221670048049e+01
5.235614558108565575e+01,1.192434092047245286e+01,1.219626585812865613e+02,7.291630488202348204e+01
5.770865193886966438e+01,2.582369677228585658e+01,1.149528816019871158e+02,9.113721294413151952e+01
3.521413754220158410e+01,1.632704211600975341e+01,1.042095460673520506e+02,6.438550498893749818e+01
6.143754043206929083e+01,1.594873781492809428e+01,1.263793072629270000e+02,8.243987311333032153e+01
5.338496407494414342e+01,2.100284598615471410e+01,1.055815820891029375e+02,9.419422886267341255e+01
4.584712086099198558e+01,2.574318674714357513e+01,1.058373879350189384e+02,9.222329621751597983e+01
